83.68575297812141;10.460456401980966;12.0
159.9330403595005;18.203922667328985;14.0
127.81556581404404;48.010302498554935;15.0
17.321739771730016;1.427442533299561;14.0
63.34689255523705;56.98933253321642;4.0
112.52393917010804;43.914156682958314;4.0
12.311570251232396;91.41097663964952;6.0
109.96583108007462;29.985764451832754;12.0
10.276813696199572;79.95241248417638;4.0
39.794729532884276;46.78999398942154;5.0
59.98506544933815;70.79575641678423;4.0
149.00122318830103;56.0523291156431;6.0
13.313801624602227;82.04814368314376;14.0
57.72899190001928;54.848620544389384;12.0
20.20753789937759;59.91935837166192;15.0
145.54592947291826;17.254168905716828;14.0
141.93064549803236;94.21680754539989;9.0
61.165639258998205;18.675041929901838;12.0
99.79798042606001;49.51402675338097;4.0
64.25001333301668;92.94337484639914;5.0
