19.108637465681078;98.99892715364076;7
120.16856763604962;72.3545078470057;12
191.13606315319944;33.15882457136002;6
86.15691189280992;10.82346235031142;15
126.99607997368838;39.54235082980875;9
22.01527360815776;94.74677982151908;8
52.7089290702832;69.10364092264221;6
76.5840169598752;79.38819021762166;5
192.21149496126358;48.9418840263762;14
26.52157036760505;35.758812568370466;10
0.003507037161987192;81.53977525371205;12
24.88491224195606;22.017875034392485;13
12.9769682795005;71.39426938816304;11
151.72679886905462;54.30672491840626;10
180.08770706977694;12.014908695210814;9
119.46034233152743;82.30361186804733;14
135.47121873887176;27.365342288249373;6
51.80179961362814;22.196258421562042;12
104.57865064401481;91.38480176971649;8
69.02249277806638;94.96518104114772;10
